Det er 9269 legemiddelmerkevarer med SortertVirkestoffMedStyrke
Det er 6523 virkestoffmedstyrker
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| No   | Id                                   | Stoff                                              | Styrke                       | AlternativStyrke       | AtcKombipreparat |
| 1311 | 442758c4-49d6-424a-abfb-a457e867b282 | Dulaglutid                                         | 1.5 mg/sproyte               |                        |                  |
| 1312 | acede227-3401-4dd2-b1a3-16883030751c | Duloksetin                                         | 20 mg                        |                        |                  |
| 1313 | 58966429-4d88-4acc-88e3-c4df7f322c9e | Duloksetin                                         | 30 mg                        |                        |                  |
| 1314 | 0186eb36-2256-47d9-9b09-48e83a11b94e | Duloksetin                                         | 60 mg                        |                        |                  |
| 1315 | 64bb1875-a8f1-4c4b-93ad-aaa583910e72 | Dupilumab                                          | 300 mg/sproyte               |                        |                  |
| 1316 | f5b09784-d4f3-4e46-b981-39bab8832f49 | Durvalumab                                         | 50 mg/ml                     |                        |                  |
| 1317 | 2879f52f-c82f-49a8-8e9f-51416fb3ab00 | Dutasterid                                         | 0.5 mg                       |                        | G04CB02          |
| 1318 | 42eb3ddf-1ed8-4f4b-8581-44099c9cc09b | Dutasterid                                         | 0.5 mg                       |                        |                  |
| 1319 | 6f60ea39-fbc4-48b8-b600-1ab54e15c547 | Dvergpalmeekstrakt                                 | 150 mg                       |                        |                  |
| 1320 | be0b8f31-7e48-4099-9d6d-70c5287ae15e | Dvergpalmeekstrakt                                 | 160 mg                       |                        |                  |
| 1321 | 13f7caf7-b4b6-4f3f-8f75-3272df5ee3ee | Dvergpalmeekstrakt                                 | 320 mg                       |                        |                  |
| 1322 | 072eb29b-f623-4fc1-a403-738ae7cc1769 | Dydrogesteron                                      | 10 mg                        |                        | G03DB01          |
| 1323 | 2cd1a02a-85a2-4790-b755-26a3ca8ddfd6 | Dydrogesteron                                      | 10 mg                        |                        |                  |
| 1324 | 8ba37404-c253-4d51-a494-f79929f2817f | Dydrogesteron                                      | 10 mg                        |                        |                  |
| 1325 | 205e18b1-9f15-4b93-9fe9-f5c7ea941aac | Dydrogesteron                                      | 2.5 mg                       |                        | G03DB01          |
| 1326 | 5892e79d-0c0c-4a67-b0c3-ec69093a6dc7 | Dydrogesteron                                      | 5 mg                         |                        | G03DB01          |
| 1327 | 2a1ad9fa-1e2d-474d-aefe-4fd00a23b507 | Ebastin                                            | 10 mg                        |                        |                  |
| 1328 | f0bc4e47-370c-47ca-8002-e9340d4a4179 | Ebastin                                            | 20 mg                        |                        |                  |
| 1329 | 4e74a1cf-a5b7-4e51-8a5f-ff699bc6efea | Eculizumab                                         | 10 mg/ml                     |                        |                  |
| 1330 | 10b1f7e8-293a-4a58-a1be-dd1e3d167fec | Eddiksyre                                          | 12 g/L                       |                        |                  |
| 1331 | 1ceb7ef3-1bfc-48c0-9191-4235c2185fa8 | Eddiksyre                                          | 2 %                          | 20 mg/ml               |                  |
| 1332 | 81133667-52a5-4636-ba96-f38660c6cef0 | Eddiksyre                                          | 3 %                          | 30 mg/ml               |                  |
| 1333 | 701d0146-6e67-4675-a812-1ffdc117b630 | Eddiksyre                                          | 40 mg/ml                     |                        |                  |
| 1334 | 84c50eed-60d1-4e8b-b62f-572c31eb165c | Eddiksyre                                          | 5 %                          | 50 mg/ml               |                  |
| 1335 | 22731890-0be8-430c-9646-5ead55c702d6 | Edetsyre                                           | 100 mg/ml                    |                        |                  |
| 1336 | c981ad98-b51d-408e-9fb3-db07bde0969a | Edoksaban                                          | 15 mg                        |                        |                  |
| 1337 | f303aaab-4db7-4fc8-a48a-ac5b42f6873a | Edoksaban                                          | 30 mg                        |                        |                  |
| 1338 | 3ffb156d-266c-4c39-9608-e2713bbc54d2 | Edoksaban                                          | 60 mg                        |                        |                  |
| 1339 | d2206a79-3b4f-4ae7-95fb-1ea15c22efad | Edrofonium                                         | 10 mg/ml                     |                        |                  |
| 1340 | 5155562a-099f-48bb-8a11-0bdb79f1a676 | Efavirenz                                          | 200 mg                       |                        |                  |
| 1341 | 207899c0-03e2-48ac-8efd-90ac6c695fbd | Efavirenz                                          | 50 mg                        |                        |                  |
| 1342 | 40b7e4ed-1d25-425d-b6a4-047f3a9ff54d | Efavirenz                                          | 600 mg                       |                        | J05AG03          |
| 1343 | 66ceb15c-ae82-47d1-91d9-e24eab56aab3 | Efavirenz                                          | 600 mg                       |                        |                  |
| 1344 | 6fc5e2b1-ffbe-4035-91a2-3918cf19e275 | Efedrin                                            | 1 mg/ml                      |                        |                  |
| 1345 | 12ec8b28-091f-4d3a-8a65-4f0534f20509 | Efedrin                                            | 2 mg/ml                      |                        |                  |
| 1346 | a314d6a3-ef3e-4fe7-acad-aff2941f20ca | Efedrin                                            | 2 mg/ml                      |                        |                  |
| 1347 | 30d9b5ac-8bf0-448b-a275-46ecfa371c74 | Efedrin                                            | 2.5 mg/ml                    |                        |                  |
| 1348 | a6d4262c-b144-4773-9b58-d8ca521d814c | Efedrin                                            | 3 mg/ml                      |                        |                  |
| 1349 | 41b1209f-b9e3-48fd-a01c-238fd475a06c | Efedrin                                            | 5 mg/ml                      |                        |                  |
| 1350 | 8f30595a-433c-4b23-8f94-537c6dede0c9 | Efedrin                                            | 50 mg                        |                        |                  |
| 1351 | b709b8fb-f030-4a8d-ae43-a3f649b971b4 | Efedrin                                            | 50 mg/ml                     |                        |                  |
| 1352 | 6754a5f2-85fa-4a69-9eca-f69f55415f93 | Eflornitin                                         | 11.5 %                       | 115 mg/g               |                  |
| 1353 | 7e54cb41-31c3-402f-90aa-c63f39609db0 | Efmoroktokog alfa                                  | 1000 IE                      |                        |                  |
| 1354 | c749d882-baee-4036-8eed-c6a4842ba937 | Efmoroktokog alfa                                  | 1500 IE                      |                        |                  |
| 1355 | 5c9ad95e-2567-4c85-b485-efa1ceee6da7 | Efmoroktokog alfa                                  | 2000 IE                      |                        |                  |
| 1356 | c8e008d7-0c47-466e-ab39-718ac3d7544b | Efmoroktokog alfa                                  | 250 IE                       |                        |                  |
| 1357 | 995cccf0-4bf9-42de-8538-6c96d27a55b6 | Efmoroktokog alfa                                  | 3000 IE                      |                        |                  |
| 1358 | beb58ecd-0ca8-4de3-ad4f-56f81711dc53 | Efmoroktokog alfa                                  | 500 IE                       |                        |                  |
| 1359 | 2c17f9ca-35f7-46fc-a18f-a662068646d4 | Eftrenonakog alfa                                  | 1000 IU                      |                        |                  |
| 1360 | f8ff113d-f1a9-469d-8ed9-ada0353a3398 | Eftrenonakog alfa                                  | 2000 IU                      |                        |                  |
| 1361 | 15b5667d-b6ca-4138-9634-b90eba27950a | Eftrenonakog alfa                                  | 250 IU                       |                        |                  |
| 1362 | 9f080401-3f48-439a-aa65-157256e5af52 | Eftrenonakog alfa                                  | 3000 IU                      |                        |                  |
| 1363 | 08693d05-dffc-4e96-8b68-5512d4137e3e | Eftrenonakog alfa                                  | 500 IU                       |                        |                  |
| 1364 | 2c9b040b-9c12-4c66-98bb-c4053aec94dc | Eikosapentaensyreetylester                         | 0.4 g/5 ml                   |                        |                  |
| 1365 | b7fb3100-662c-437a-bb88-12cf4c020776 | Eikosapentaensyreetylester                         | 0.4 g/5 ml                   |                        |                  |
| 1366 | 76fd7025-7aea-4216-86b9-0582f6023bb5 | Eikosapentaensyreetylester                         | 1500 mg                      |                        |                  |
| 1367 | 86e7868c-2b44-446c-9e5e-6ebe36d316fb | Eikosapentaensyreetylester                         | 220 mg                       |                        |                  |
| 1368 | 46b33184-0f94-4cfe-bcc1-fe1d472249f4 | Eikosapentaensyreetylester                         | 460 mg                       |                        |                  |
| 1369 | 84aa6a3e-fd8c-41e3-a90d-672da8be4668 | Eikosapentaensyreetylester                         | 83 mg                        |                        |                  |
| 1370 | b831d68a-4ef3-4e6d-811a-3d892cce6a4c | Ekonazol                                           | 1 %                          | 10 mg/g                |                  |
| 1371 | c07c9a09-73a4-41ef-a2a0-e226fe29436a | Ekonazol                                           | 1 %                          | 10 mg/g                |                  |
| 1372 | e6d7480a-1e87-4064-b0f8-c64410b2626e | Ekonazol                                           | 10 mg/g                      |                        | D01AC03          |
| 1373 | 17ec2f36-5863-450f-a740-b8a2d749e21f | Ekonazol                                           | 150 mg                       |                        |                  |
| 1374 | dc1c238c-6330-4201-9aa4-13a2dfa4cd06 | Eksemestan                                         | 25 mg                        |                        |                  |
| 1375 | 9db543ba-5321-4734-a846-ca1a10c1b8e3 | Eksenatid                                          | 10 mikrog/dose               |                        |                  |
| 1376 | 48811ee7-2afc-4c2b-b67b-ac9e67b06a3f | Eksenatid                                          | 2 mg/sproyte                 |                        |                  |
| 1377 | cceb8756-6ec1-404d-b192-e267ce065c99 | Eksenatid                                          | 5 mikrog/dose                |                        |                  |
| 1378 | 95b4c281-aacb-4a58-a4e0-576c108fdbb8 | Elbasvir                                           | 50 mg                        |                        |                  |
| 1379 | 0384b4a4-1ec3-4851-9593-c1fa908d47e2 | Eletriptan                                         | 20 mg                        |                        |                  |
| 1380 | 78cae826-23d6-48e2-905e-273301191bb3 | Eletriptan                                         | 40 mg                        |                        |                  |
| 1381 | 05132a7a-02c4-4ff5-acc0-7acdac6c3897 | Eliglustat                                         | 84 mg                        |                        |                  |
| 1382 | ae3a10b5-799d-4ee1-88d1-3e39ffb328cf | Elosulfase alfa                                    | 1 mg/ml                      |                        |                  |
| 1383 | b352f546-95bd-410c-9505-7a806085ee33 | Elotuzumab                                         | 300 mg                       |                        |                  |
| 1384 | ec3f62d5-0e0b-4e2b-91cc-cad9d81f5a91 | Elotuzumab                                         | 400 mg                       |                        |                  |
| 1385 | 2363b561-753a-4e00-96f8-196f4b32859a | Eltrombopag                                        | 25 mg                        |                        |                  |
| 1386 | f81b3830-1250-4611-83f0-d7e54c324cb7 | Eltrombopag                                        | 50 mg                        |                        |                  |
| 1387 | 03144474-6c46-414d-ae9a-a4e7a41a9a48 | Eltrombopag                                        | 75 mg                        |                        |                  |
| 1388 | 99fce8aa-e4cc-4d3d-8159-20b68ad1eda8 | Elvitegravir                                       | 150 mg                       |                        |                  |
| 1389 | 5b7fa490-427b-42bf-85b1-c8ba0f91c39d | Emedastin                                          | 0.05 % w/v                   | 0.5 mg/ml              |                  |
| 1390 | 85b6b391-80f3-417f-a2a8-06115e345de9 | Emicizumab                                         | 150 mg/ml                    |                        |                  |
| 1391 | e2900d0f-9627-4528-92fc-7a8f7a37dd67 | Emicizumab                                         | 30 mg/ml                     |                        |                  |
| 1392 | 99def22e-bea0-45a2-9a55-2b23529ae0c1 | Empagliflozin                                      | 10 mg                        |                        |                  |
| 1393 | 9a9bba1a-ccdd-4ae4-bf17-c879f0dd017d | Empagliflozin                                      | 10 mg                        |                        |                  |
| 1394 | 5e0b8245-a1f6-43d0-981c-cf739d29c25d | Empagliflozin                                      | 12.5 mg                      |                        | A10BK03          |
| 1395 | 3f75bc67-0ea4-4af9-adb0-b377dc013186 | Empagliflozin                                      | 25 mg                        |                        |                  |
| 1396 | 4b95ad33-15fe-4cca-ad9e-0bc5bead6fd7 | Empagliflozin                                      | 25 mg                        |                        |                  |
| 1397 | 03273779-f46d-4614-b97b-e7659037f03b | Empagliflozin                                      | 5 mg                         |                        | A10BK03          |
| 1398 | 90741752-2490-465b-9101-415ebdd068f2 | Empagliflozin                                      | 5 mg                         |                        | A10BK03          |
| 1399 | 37e3fe80-84d1-488c-82ae-464086a3afc6 | Emtricitabin                                       | 200 mg                       |                        |                  |
| 1400 | 40743edd-becb-46c7-8507-16fc55d476e1 | Emtricitabin                                       | 200 mg                       |                        | J05AR19          |
| 1401 | 48010e7a-9c6f-4c87-be70-47b0ac716b0f | Emtricitabin                                       | 200 mg                       |                        | J05AF09          |
| 1402 | 48837898-4a9c-4237-8dbe-a614ef5ace90 | Emtricitabin                                       | 200 mg                       |                        |                  |
| 1403 | 5a7c438e-2f8c-4f34-8579-767e63c6b8f5 | Emtricitabin                                       | 200 mg                       |                        |                  |
| 1404 | 9687f70d-644f-4511-aa21-bbe72c75e154 | Emtricitabin                                       | 200 mg                       |                        |                  |
| 1405 | 985f1f26-f05a-4de8-932b-dba6b7a3d9f5 | Emtricitabin                                       | 200 mg                       |                        | J05AF09          |
| 1406 | dfc08303-8140-42eb-a1b2-7d1088d7fea9 | Emtricitabin                                       | 200 mg                       |                        |                  |
| 1407 | ec677ff2-0125-4b4d-af6b-6e189d2cadd9 | Emtricitabin                                       | 200 mg                       |                        | J05AF09          |
| 1408 | fe0b4561-aed1-4016-9205-32ded143fb07 | Emtricitabin                                       | 200 mg                       |                        | J05AF09          |
| 1409 | 86fd4c88-cb3f-4c93-974c-0bcdd3d77162 | Enalapril                                          | 1 mg/ml                      |                        |                  |
| 1410 | 972321c5-47e3-4e3b-ac80-bea0aa9bb2b4 | Enalapril                                          | 1.25 mg/ml                   |                        |                  |
| 1411 | 0246406c-bd8e-41ac-8046-da9dd53e5b31 | Enalapril                                          | 10 mg                        |                        | C09AA02          |
| 1412 | 23a1fd00-b4bd-4ea7-a0ca-af7b7ee38f28 | Enalapril                                          | 10 mg                        |                        |                  |
| 1413 | f4670780-836c-4f8c-8888-50fdef63e294 | Enalapril                                          | 2.5 mg                       |                        |                  |
| 1414 | 725ce26d-3942-4eb4-9f39-b9044a2ecbcb | Enalapril                                          | 2.5 mg/2 ml                  |                        |                  |
| 1415 | 0f7e40be-691c-4d01-9891-b33b6a26e177 | Enalapril                                          | 20 mg                        |                        | C09AA02          |
| 1416 | 3a1b8780-6232-4109-aa46-b3bb8f15fe80 | Enalapril                                          | 20 mg                        |                        | C09AA02          |
| 1417 | 82cefaf4-a1ab-4675-aa09-2477f6c6e33a | Enalapril                                          | 20 mg                        |                        | C09AA02          |
| 1418 | fc75b58d-fe31-4d68-8102-ace235905baf | Enalapril                                          | 20 mg                        |                        |                  |
| 1419 | a338dea5-adbe-46e7-ab17-408eb2c405ae | Enalapril                                          | 5 mg                         |                        |                  |
| 1420 | 41665f87-0f31-436b-8302-fe04bac05f8f | Enkorafenib                                        | 50 mg                        |                        |                  |
| 1421 | b1f5123f-9ec5-49ed-95f9-db444b687087 | Enkorafenib                                        | 75 mg                        |                        |                  |
| 1422 | 138bebd2-e802-4bae-99b2-c8754411081c | Enoksaparin                                        | 10000 IU/sproyte             |                        |                  |
| 1423 | 813ebd0b-894f-4425-be99-e7edf331150f | Enoksaparin                                        | 12000 IU/sproyte             |                        |                  |
| 1424 | d6fa596c-8f68-4a53-b285-c8e848cc0f0a | Enoksaparin                                        | 15000 IU/sproyte             |                        |                  |
| 1425 | a96d32a7-ada7-4f4f-9d0d-f84e0b2f4daa | Enoksaparin                                        | 2000 IU/sproyte              |                        |                  |
| 1426 | 262e2bd8-7477-417d-9f47-22ebdc93470c | Enoksaparin                                        | 30000 IU/3 ml                |                        |                  |
| 1427 | a2bc6b4e-0522-4da3-a56d-7c1be343bb07 | Enoksaparin                                        | 4000 IU/sproyte              |                        |                  |
| 1428 | 8e7efdd8-1489-4e62-bf95-ed1c0bc1e1f8 | Enoksaparin                                        | 6000 IU/sproyte              |                        |                  |
| 1429 | 6aaac487-2d20-4aa1-bd18-c93f09e5fb47 | Enoksaparin                                        | 8000 IU/sproyte              |                        |                  |
| 1430 | 0d429a70-055c-4b49-b3ba-157b5a3dee4b | Entakapon                                          | 200 mg                       |                        |                  |
| 1431 | 300df572-2dc4-4fb9-95a3-8a1c949a8a50 | Entakapon                                          | 200 mg                       |                        |                  |
| 1432 | 4050158d-4275-4a46-b2f4-4724a0695bb3 | Entakapon                                          | 200 mg                       |                        |                  |
| 1433 | c477583d-c773-4764-a987-0e403abcb603 | Entakapon                                          | 200 mg                       |                        |                  |
| 1434 | c7dd1fa1-d7f8-4f4b-a3bf-9006699848a5 | Entakapon                                          | 200 mg                       |                        |                  |
| 1435 | d46d0e1e-f2c0-4e8d-b408-96b4c3172b8c | Entakapon                                          | 200 mg                       |                        |                  |
| 1436 | e47b282a-53c0-45d5-9b1e-988e22f8dd89 | Entakapon                                          | 200 mg                       |                        |                  |
| 1437 | f2121b92-f9b8-49de-b34a-ebb6d2b94422 | Entakapon                                          | 200 mg                       |                        |                  |
| 1438 | 51049716-95aa-49d5-ab05-ed626882f580 | Entekavir                                          | 0.05 mg/ml                   |                        |                  |
| 1439 | ed9d38b6-bda1-4fde-aa78-963d9565384c | Entekavir                                          | 0.5 mg                       |                        |                  |
| 1440 | b79dafba-02de-4e59-96b2-c73372a1322c | Entekavir                                          | 1 mg                         |                        |                  |
| 1441 | 9a2dd83b-7168-477b-ae88-879f41f67329 | Enzalutamid                                        | 40 mg                        |                        |                  |
| 1442 | fcbbd89a-71e4-4cf6-a91e-b5ebfd454f6a | Enzalutamid                                        | 40 mg                        |                        |                  |
| 1443 | 811d41b9-0926-446b-adb7-4f15667e827a | Epirubicin                                         | 10 mg                        |                        |                  |
| 1444 | 43e5be13-f8e3-4c9c-acdf-fe325285f325 | Epirubicin                                         | 2 mg/ml                      |                        |                  |
| 1445 | dab48c7d-2c0f-44ff-ac98-4a28b01b915c | Epirubicin                                         | 2 mg/ml                      |                        |                  |
| 1446 | 29512988-8508-4791-8cde-80c19eacd057 | Epirubicin                                         | 50 mg                        |                        |                  |
| 1447 | 5f24aa36-6307-410c-a943-5c2be35e9a20 | Epleekstrakt                                       | 300 mg                       |                        |                  |
| 1448 | d86c7c61-85a3-4c1b-8286-88a71436c882 | Eplerenon                                          | 25 mg                        |                        |                  |
| 1449 | 275aba8f-0b17-43e9-a8fa-1bc35ccd883c | Eplerenon                                          | 50 mg                        |                        |                  |
| 1450 | fa97d9f4-2bac-40d1-a184-6ad70f7f8fad | Eplesyre                                           | 0.67 g/L                     |                        |                  |
| 1451 | 5137ae75-0134-4514-9ed9-08eb63556a05 | Epoetin alfa                                       | 10000 IU/sproyte             |                        |                  |
| 1452 | 49a5ba99-317e-4f14-8a60-eda63972f121 | Epoetin alfa                                       | 4000 IU/sproyte              |                        |                  |
| 1453 | 44b1b15c-79d3-4d6a-929d-69e088a6d0ea | Epoetin alfa                                       | 40000 IU/sproyte             |                        |                  |
| 1454 | 55feeb28-1362-4ecc-a4de-97d1a9e63b12 | Epoetin alfa                                       | 8000 IU/sproyte              |                        |                  |
| 1455 | fa57ad7e-9d8b-48c8-9160-4095d7e5919e | Epoetin beta                                       | 30000 IE/sproyte             |                        |                  |
| 1456 | f5ba1ef0-47c3-4cde-a9de-ec57b83caaf2 | Epoetin zeta                                       | 10000 IE/sproyte             |                        |                  |
| 1457 | cf60009f-b287-4eb9-b552-9d05b6385026 | Epoetin zeta                                       | 2000 IE/sproyte              |                        |                  |
| 1458 | f0f29983-dea6-452b-91b1-88a5696e0c5c | Epoetin zeta                                       | 30000 IE/sproyte             |                        |                  |
| 1459 | fbdabb67-1462-43ca-ac33-0df49d8f8f9b | Epoetin zeta                                       | 4000 IE/sproyte              |                        |                  |
| 1460 | a06b211f-76bb-4b38-9775-ca4425c0a365 | Epoetin zeta                                       | 6000 IE/sproyte              |                        |                  |
| 1461 | 618b2f75-d5ca-4e48-a167-7320ca4aaa5d | Epoprostenol                                       | 0.5 mg                       |                        |                  |
| 1462 | a1d86b98-df43-492e-b442-cea9011a8f4c | Epoprostenol                                       | 1.5 mg                       |                        |                  |
| 1463 | 32b11175-896c-48f3-8806-ef0083b90af3 | Eprosartan                                         | 600 mg                       |                        | C09CA02          |
| 1464 | 844ee479-32f9-4a26-a2ab-0e9f4497931d | Eprosartan                                         | 600 mg                       |                        |                  |
| 1465 | 7d1afd4e-ae8a-4ccd-9ab1-826631e7eb77 | Eptakog alfa                                       | 1 mg/sproyte                 |                        |                  |
| 1466 | 6c61d33e-534e-40b3-977d-94f22b32d5da | Eptakog alfa                                       | 2 mg/sproyte                 |                        |                  |
| 1467 | 491e267c-851e-4423-8622-578637cdd81f | Eptakog alfa                                       | 5 mg/sproyte                 |                        |                  |
| 1468 | 254c7a55-6357-462a-9bc3-e970e272578d | Eptifibatid                                        | 0.75 mg/ml                   |                        |                  |
| 1469 | 652bda0c-4df9-461d-b190-285ffcab2e8d | Eptifibatid                                        | 2 mg/ml                      |                        |                  |
| 1470 | 9c9bc3dc-a105-4ea4-b9fa-e01df709d4e0 | Erenumab                                           | 70 mg/ml                     |                        |                  |
| 1471 | 1217fc91-1493-4c6d-85d8-0420e21b9bd0 | Ergokalsiferol                                     | 0.5 mikrog/ml                |                        |                  |
| 1472 | 5b4a66a0-9512-4e90-a8d2-daca7d608cdb | Ergokalsiferol                                     | 1 mikrog/ml                  |                        |                  |
| 1473 | 96985345-7c50-4cb1-954c-2a1b8acaa9e1 | Ergokalsiferol                                     | 12.5 mikrog                  |                        |                  |
| 1474 | 2bd6d296-b238-41d6-97eb-752faf9fd579 | Ergokalsiferol                                     | 20000 IU/ml                  |                        |                  |
| 1475 | 0192d44c-593e-422f-9c5d-33ce107c0a8a | Ergokalsiferol                                     | 30000 IE                     |                        |                  |
| 1476 | 2d212290-28ab-496c-9c4b-66cde4645983 | Ergokalsiferol                                     | 300000 E/ml                  |                        |                  |
| 1477 | f385f151-52ba-46bd-8a41-a766a9e3bda6 | Ergotamin                                          | 2 mg                         |                        | N02CA02          |
| 1478 | ecd71339-5aa4-4245-ad1e-eca376340ddf | Eribulin                                           | 0.44 mg/ml                   |                        |                  |
| 1479 | bc396bff-f568-4110-b5c1-f379cc8de3d1 | Erlotinib                                          | 100 mg                       |                        |                  |
| 1480 | 85311831-3fff-41e9-ac27-5d07c8514c66 | Erlotinib                                          | 150 mg                       |                        |                  |
| 1481 | 918d2671-0554-4ef7-8973-0928ac85be52 | Erlotinib                                          | 25 mg                        |                        |                  |
| 1482 | e50e4505-806a-4302-876c-0d88c9454a20 | Ertapenem                                          | 1 g                          |                        |                  |
| 1483 | 0b069d70-ef04-4f06-8391-7cb0cb16095b | Ertugliflozin                                      | 15 mg                        |                        |                  |
| 1484 | 8a2475f3-b8b2-41b4-8e9d-3e5d3e9eca12 | Ertugliflozin                                      | 15 mg                        |                        |                  |
| 1485 | d890e4ea-08e1-4770-a831-bfba0f55fd6b | Ertugliflozin                                      | 2.5 mg                       |                        |                  |
| 1486 | 18729d73-0ed5-44dc-9e7e-8c82dd1388ee | Ertugliflozin                                      | 5 mg                         |                        |                  |
| 1487 | b7b2ac47-0e9a-417c-9488-f0d77b0e246e | Ertugliflozin                                      | 5 mg                         |                        |                  |
| 1488 | d7445a41-43cb-44ab-bce5-6d16aa67d64e | Ertugliflozin                                      | 7.5 mg                       |                        |                  |
| 1489 | 415d6e81-6237-4e6b-9ac2-26bc3c6c1c94 | Erytromycin                                        | 1 g                          |                        |                  |
| 1490 | 22a9e00b-a1aa-4544-a6b0-4589b73372fe | Erytromycin                                        | 100 mg/ml                    |                        |                  |
| 1491 | 2f533576-d720-4301-a2f0-33bfdc9f2dc7 | Erytromycin                                        | 250 mg                       |                        |                  |
| 1492 | 0c86e1eb-d0e2-4bab-bca4-e124217d4353 | Erytromycin                                        | 40 mg/ml                     |                        | D10AF02          |
| 1493 | 525fddd1-4551-4586-bea5-fc5c9fce6db7 | Erytromycin                                        | 40 mg/ml                     |                        |                  |
| 1494 | 2e855bac-c98d-47dc-a8ca-6f9269da313d | Erytromycin                                        | 500 mg/5 ml                  |                        |                  |
| 1495 | e0d6e0bc-56eb-4055-a161-a7fdbb468e13 | Escherichia coli, immunoaktive lyserte fraksjoner  | 6 mg                         |                        |                  |
| 1496 | 434d87b4-dba3-4d60-be37-b51df064509b | Escitalopram                                       | 10 mg                        |                        |                  |
| 1497 | af43c84a-5932-45fc-94b7-6889951ef860 | Escitalopram                                       | 20 mg                        |                        |                  |
| 1498 | 5edb6699-a24f-475b-b07a-8d87026d8b83 | Escitalopram                                       | 20 mg/ml                     | 1 mg/dr†pe             |                  |
| 1499 | eecdd43f-be71-4bbd-9a7c-a5f80f3df6d4 | Escitalopram                                       | 5 mg                         |                        |                  |
| 1500 | 22f04815-8493-43ec-868b-f5459cd1fd39 | Esketamin                                          | 25 mg/ml                     |                        |                  |
| 1501 | 2ab98841-4d89-4b6c-8345-5151109c9604 | Esketamin                                          | 5 mg/ml                      |                        |                  |
| 1502 | ca1cce70-87ee-45b9-bf91-f13afaad1dd4 | Eslikarbazepin                                     | 200 mg                       |                        |                  |
| 1503 | 2c2b1fe6-6294-4956-bdd5-3dff985f0a73 | Eslikarbazepin                                     | 50 mg/ml                     |                        |                  |
| 1504 | 7d295ed1-fe92-46ff-99b4-4f54d956fc17 | Eslikarbazepin                                     | 800 mg                       |                        |                  |
| 1505 | 863850e2-550d-492e-af6a-77692321d975 | Esmolol                                            | 10 mg/ml                     |                        |                  |
| 1506 | bcc7f13e-6c6a-4774-98a5-e08c6f446cd6 | Esmolol                                            | 10 mg/ml                     |                        |                  |
| 1507 | acd16f3d-2256-489d-9c64-df442a5e007f | Esomeprazol                                        | 10 mg                        |                        |                  |
| 1508 | 3cda0313-2c8c-45d4-8a46-9bf4bc8b703d | Esomeprazol                                        | 20 mg                        |                        |                  |
| 1509 | 7e76f823-2ba0-4e2c-a84f-cf30a76624b8 | Esomeprazol                                        | 20 mg                        |                        |                  |
| 1510 | 979d53d5-daf7-4999-a93d-7c9476c38cc9 | Esomeprazol                                        | 20 mg                        |                        | A02BC05          |
| 1511 | 05545b5a-f086-4800-9faa-0f69fe82d281 | Esomeprazol                                        | 40 mg                        |                        |                  |
| 1512 | 582c15fd-d43b-4064-9573-1ad6476c4d4e | Esomeprazol                                        | 40 mg                        |                        |                  |
| 1513 | e76c5ca0-da35-49d1-8471-614147d79877 | Esomeprazol                                        | 40 mg                        |                        |                  |
| 1514 | 01d1ed41-91e0-47d9-9f97-cdc7740e00c3 | Etambutol                                          | 100 mg                       |                        |                  |
| 1515 | 18803308-1bac-4c55-a6d3-cdd30e45fe6d | Etambutol                                          | 275 mg                       |                        | J04AK02          |
| 1516 | e8a7d7dd-6fbd-4b9b-9ba2-af0a94f36e2f | Etambutol                                          | 400 mg                       |                        |                  |
| 1517 | 8ceac744-3060-41eb-a330-80da730db513 | Etanercept                                         | 10 mg/sproyte                |                        |                  |
| 1518 | 9122d917-013e-4ffc-bde6-2a718475ce69 | Etanercept                                         | 25 mg                        |                        |                  |
| 1519 | d4efac8c-d513-4d51-a043-6cfef57647d1 | Etanercept                                         | 25 mg/penn                   |                        |                  |
| 1520 | ad81b205-c84f-4ba1-a68c-ac41066be75e | Etanercept                                         | 25 mg/sproyte                |                        |                  |
| 1521 | c75b1260-47b5-4414-9ac8-7958e01ee572 | Etanercept                                         | 25 mg/sproyte                |                        |                  |
| 1522 | aff3bd27-858e-4571-9fbd-dc28d89113d4 | Etanercept                                         | 50 mg/ml                     |                        |                  |
| 1523 | 9e3ae835-cc32-4a72-b500-1237f0a8bff7 | Etanercept                                         | 50 mg/penn                   |                        |                  |
| 1524 | 2d73e817-b9cb-4b6c-9a11-823ce20c49d9 | Etanercept                                         | 50 mg/sproyte                |                        |                  |
| 1525 | f6a081e7-170f-429c-9066-4362860dd45d | Etanol                                             | 100 %                        | 1000 mg/ml             |                  |
| 1526 | b7a22abe-08fb-4c29-8adb-2f212ee7eac6 | Etanol                                             | 44 %                         | 440 mg/g               |                  |
| 1527 | c50170b0-787b-402b-98f9-9d3d4c2420d2 | Etanol                                             | 45 %                         | 450 mg/ml              |                  |
| 1528 | 93e66d1b-476f-4419-b57a-4860567f667a | Etanol                                             | 600 mg                       |                        |                  |
| 1529 | 85e9d641-2a3f-4864-976d-15e0a38cffd3 | Etanol                                             | 65 %                         | 650 mg/g               |                  |
| 1530 | 890ad131-e391-4f4d-a92c-f61fd78e2f7c | Etanol                                             | 70 %                         | 700 mg/ml              |                  |
| 1531 | 23adf609-52e4-44bb-8878-deec4d859c88 | Etanol                                             | 70 % v/v                     | 700 mg/ml              |                  |
